PostalCode,District,Sector,Region,PlanningArea,Latitude,Longitude
169479,3,16,Central Region,Bukit Merah,1.285195762,103.8276772
159958,3,15,Central Region,Queenstown,1.289912172,103.8043715
159959,3,15,Central Region,Queenstown,1.288410299,103.8042747
159961,3,15,Central Region,Queenstown,1.289666471,103.8048552
169480,3,16,Central Region,Bukit Merah,1.285327364,103.8283855
159957,3,15,Central Region,Queenstown,1.290583531,103.8047276
169588,3,16,Central Region,Bukit Merah,1.290094674,103.8300922
169016,3,16,Central Region,Outram,1.282961487,103.8398146
159953,3,15,Central Region,Queenstown,1.28861469,103.80501
169483,3,16,Central Region,Bukit Merah,1.284488518,103.8278936
169481,3,16,Central Region,Bukit Merah,1.285321853,103.8286404
169638,3,16,Central Region,Bukit Merah,1.289830342,103.8318434
169586,3,16,Central Region,Bukit Merah,1.289481986,103.8300854
159192,3,15,Central Region,Tanglin,1.294092228,103.8181076
159960,3,15,Central Region,Queenstown,1.289003462,103.8043293
169878,3,16,Central Region,Outram,1.286170845,103.8395676
159956,3,15,Central Region,Queenstown,1.290217095,103.8050788
149053,3,14,Central Region,Queenstown,1.287617926,103.8033911
159955,3,15,Central Region,Queenstown,1.289893751,103.8053264
159954,3,15,Central Region,Queenstown,1.289690046,103.8054704
159952,3,15,Central Region,Queenstown,1.28893478,103.8056078
169661,3,16,Central Region,Singapore River,1.290242596,103.8413851
169659,3,16,Central Region,Singapore River,1.289506319,103.8405357
169660,3,16,Central Region,Singapore River,1.289845043,103.8403113
169658,3,16,Central Region,Singapore River,1.289609716,103.8412764
159949,3,15,Central Region,Queenstown,1.291133405,103.8073548
159015,3,15,Central Region,Bukit Merah,1.292065647,103.8172952
159013,3,15,Central Region,Bukit Merah,1.29199745,103.8178807
159012,3,15,Central Region,Bukit Merah,1.29182878,103.8183669
168646,3,16,Central Region,Bukit Merah,1.282635886,103.8301863
168647,3,16,Central Region,Bukit Merah,1.282635886,103.8301863
148955,3,14,Central Region,Queenstown,1.293047665,103.8062482
148957,3,14,Central Region,Queenstown,1.292674254,103.8066632
148954,3,14,Central Region,Queenstown,1.292996047,103.8056656
169040,3,16,Central Region,Bukit Merah,1.284322108,103.83501
159967,3,15,Central Region,Bukit Merah,1.290505663,103.8225873
169568,3,16,Central Region,Bukit Merah,1.287058598,103.8277875
169278,3,16,Central Region,Bukit Merah,1.284776655,103.828459
169277,3,16,Central Region,Bukit Merah,1.284990037,103.828896
169813,3,16,Central Region,Bukit Merah,1.291818656,103.8251607
169814,3,16,Central Region,Bukit Merah,1.291840342,103.8255125
169279,3,16,Central Region,Bukit Merah,1.284341046,103.8291385
169767,3,16,Central Region,Bukit Merah,1.283505895,103.8344928
169905,3,16,Central Region,Bukit Merah,1.28186096,103.8305621
158746,3,15,Central Region,Bukit Merah,1.290553402,103.8156329
158747,3,15,Central Region,Bukit Merah,1.290477342,103.8160165
169907,3,16,Central Region,Bukit Merah,1.282151545,103.8301016
158749,3,15,Central Region,Bukit Merah,1.290951037,103.8170003
158748,3,15,Central Region,Bukit Merah,1.290944732,103.8170001
169262,3,16,Central Region,Bukit Merah,1.284341288,103.829126
168649,3,16,Central Region,Bukit Merah,1.282635886,103.8301863
158742,3,15,Central Region,Bukit Merah,1.290606945,103.8178669
158741,3,15,Central Region,Bukit Merah,1.29082513,103.8183315
158744,3,15,Central Region,Bukit Merah,1.290569997,103.8190008
149740,3,14,Central Region,Queenstown,1.295463429,103.8065158
149739,3,14,Central Region,Queenstown,1.295734335,103.8060302
159023,3,15,Central Region,Bukit Merah,1.293117406,103.8205055
159017,3,15,Central Region,Bukit Merah,1.29269479,103.8204115
168593,3,16,Central Region,Bukit Merah,1.284915709,103.829806
168592,3,16,Central Region,Bukit Merah,1.285435181,103.8297877
169281,3,16,Central Region,Bukit Merah,1.284013887,103.8297566
159019,3,15,Central Region,Bukit Merah,1.292819209,103.8192931
159029,3,15,Central Region,Bukit Merah,1.292375067,103.8228367
159027,3,15,Central Region,Bukit Merah,1.292546766,103.8216905
159028,3,15,Central Region,Bukit Merah,1.292449589,103.8223162
159026,3,15,Central Region,Bukit Merah,1.292547476,103.8210826
168594,3,16,Central Region,Bukit Merah,1.284165777,103.8298167
149456,3,14,Central Region,Queenstown,1.294746118,103.8068303
149457,3,14,Central Region,Queenstown,1.294336667,103.8070201
158745,3,15,Central Region,Bukit Merah,1.290030671,103.8171853
159187,3,15,Central Region,Tanglin,1.294356536,103.8189218
169280,3,16,Central Region,Bukit Merah,1.284013887,103.8297566
168595,3,16,Central Region,Bukit Merah,1.284013887,103.8297566
159022,3,15,Central Region,Bukit Merah,1.293199081,103.820154
168591,3,16,Central Region,Bukit Merah,1.284013887,103.8297566
159020,3,15,Central Region,Bukit Merah,1.293202895,103.8193331
159018,3,15,Central Region,Bukit Merah,1.292754716,103.8198559
149312,3,14,Central Region,Queenstown,1.299517208,103.8028069
148960,3,14,Central Region,Queenstown,1.292054817,103.8055464
148962,3,14,Central Region,Queenstown,1.291149506,103.8045736
159021,3,15,Central Region,Bukit Merah,1.29325615,103.8196783
148961,3,14,Central Region,Queenstown,1.291614775,103.8050527
169424,3,16,Central Region,Singapore River,1.291701598,103.8352818
169423,3,16,Central Region,Singapore River,1.291711946,103.8348462
168874,3,16,Central Region,Bukit Merah,1.276048396,103.8293638
168873,3,16,Central Region,Bukit Merah,1.276280878,103.8297954
168877,3,16,Central Region,Bukit Merah,1.276629534,103.8291052
168875,3,16,Central Region,Bukit Merah,1.276368603,103.8294778
168878,3,16,Central Region,Bukit Merah,1.276748602,103.8297034
168876,3,16,Central Region,Bukit Merah,1.276556768,103.8299749
168872,3,16,Central Region,Bukit Merah,1.276390119,103.8302713
99455,4,9,Central Region,Bukit Merah,1.27207409,103.8271879
99200,4,9,Central Region,Bukit Merah,1.26890032,103.8246355
109258,4,10,Central Region,Bukit Merah,1.272012388,103.8085143
99309,4,9,Central Region,Bukit Merah,1.276521347,103.82455
98828,4,9,Central Region,Bukit Merah,1.266175541,103.823801
99308,4,9,Central Region,Bukit Merah,1.276807973,103.8238475
99310,4,9,Central Region,Bukit Merah,1.276003419,103.8240247
109026,4,10,Central Region,Bukit Merah,1.272497622,103.8074254
98830,4,9,Central Region,Bukit Merah,1.2661859,103.8227447
98865,4,9,Central Region,Bukit Merah,1.266560106,103.8228925
98829,4,9,Central Region,Bukit Merah,1.266177273,103.8233887
99454,4,9,Central Region,Bukit Merah,1.272242893,103.827479
109025,4,10,Central Region,Bukit Merah,1.272476943,103.8078175
98653,4,9,Central Region,Bukit Merah,1.265472511,103.8143742
98639,4,9,Central Region,Bukit Merah,1.267137839,103.8164597
98652,4,9,Central Region,Bukit Merah,1.265597726,103.8148557
98651,4,9,Central Region,Bukit Merah,1.266160973,103.8151648
98655,4,9,Central Region,Bukit Merah,1.266572831,103.8138528
98654,4,9,Central Region,Bukit Merah,1.266048386,103.8139126
98657,4,9,Central Region,Bukit Merah,1.267360939,103.8146047
98650,4,9,Central Region,Bukit Merah,1.266332882,103.8156052
98645,4,9,Central Region,Bukit Merah,1.26579759,103.8156798
98642,4,9,Central Region,Bukit Merah,1.266365602,103.8163481
98637,4,9,Central Region,Bukit Merah,1.267052425,103.8158808
98656,4,9,Central Region,Bukit Merah,1.266813413,103.8146737
98647,4,9,Central Region,Bukit Merah,1.26540384,103.8153011
98649,4,9,Central Region,Bukit Merah,1.264846266,103.8149159
98646,4,9,Central Region,Bukit Merah,1.265500931,103.8156032
98643,4,9,Central Region,Bukit Merah,1.266191779,103.816051
98638,4,9,Central Region,Bukit Merah,1.267211137,103.816153
98644,4,9,Central Region,Bukit Merah,1.26589365,103.815977
98635,4,9,Central Region,Bukit Merah,1.267848814,103.8149721
98648,4,9,Central Region,Bukit Merah,1.265119469,103.8150796
98641,4,9,Central Region,Bukit Merah,1.266569742,103.8165873
99206,4,9,Central Region,Bukit Merah,1.270892732,103.8241444
99197,4,9,Central Region,Bukit Merah,1.270881369,103.8244787
99208,4,9,Central Region,Bukit Merah,1.270377712,103.8246081
99209,4,9,Central Region,Bukit Merah,1.270368054,103.8247119
99196,4,9,Central Region,Bukit Merah,1.270897706,103.8242487
98640,4,9,Central Region,Bukit Merah,1.266880376,103.816637
98618,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98619,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98616,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98628,4,9,Central Region,Southern Islands,1.249188005,103.8463141
98627,4,9,Central Region,Southern Islands,1.249188005,103.8463141
98623,4,9,Central Region,Southern Islands,1.250048493,103.8463193
98617,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98620,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98630,4,9,Central Region,Southern Islands,1.249221548,103.8463164
98621,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98626,4,9,Central Region,Southern Islands,1.249362115,103.8459804
98629,4,9,Central Region,Southern Islands,1.249188005,103.8463141
98622,4,9,Central Region,Southern Islands,1.250048494,103.8463193
98624,4,9,Central Region,Southern Islands,1.249359673,103.8459987
98625,4,9,Central Region,Southern Islands,1.249359673,103.8459987
98584,4,9,Central Region,Southern Islands,1.25150382,103.8480251
98532,4,9,Central Region,Southern Islands,1.243234247,103.8419647
98527,4,9,Central Region,Southern Islands,1.243744865,103.8425111
98533,4,9,Central Region,Southern Islands,1.244007303,103.842051
98528,4,9,Central Region,Southern Islands,1.243744865,103.8425111
98531,4,9,Central Region,Southern Islands,1.243234247,103.8419647
98534,4,9,Central Region,Southern Islands,1.24451569,103.8421763
98530,4,9,Central Region,Southern Islands,1.243234247,103.8419647
98529,4,9,Central Region,Southern Islands,1.243744865,103.8425111
98535,4,9,Central Region,Southern Islands,1.244403001,103.8425185
98449,4,9,Central Region,Southern Islands,1.246786877,103.8444021
98450,4,9,Central Region,Southern Islands,1.245288836,103.8435457
98451,4,9,Central Region,Southern Islands,1.245288837,103.8435457
98410,4,9,Central Region,Bukit Merah,1.266864769,103.8111772
98419,4,9,Central Region,Bukit Merah,1.267144993,103.8110023
98418,4,9,Central Region,Bukit Merah,1.267249548,103.8109953
98412,4,9,Central Region,Bukit Merah,1.266032303,103.8101948
98404,4,9,Central Region,Bukit Merah,1.267427391,103.8136714
98414,4,9,Central Region,Bukit Merah,1.266756758,103.809839
98411,4,9,Central Region,Bukit Merah,1.266258307,103.8108033
98408,4,9,Central Region,Bukit Merah,1.26716059,103.8119526
98415,4,9,Central Region,Bukit Merah,1.266756758,103.809839
98407,4,9,Central Region,Bukit Merah,1.266660588,103.8123925
98405,4,9,Central Region,Bukit Merah,1.266821036,103.8133012
98395,4,9,Central Region,Southern Islands,1.242440747,103.8367551
98393,4,9,Central Region,Southern Islands,1.242963996,103.8371062
98329,4,9,Central Region,Southern Islands,1.244201733,103.8398123
98328,4,9,Central Region,Southern Islands,1.242774787,103.8392918
98327,4,9,Central Region,Southern Islands,1.242974246,103.8391646
98416,4,9,Central Region,Bukit Merah,1.266795342,103.8106369
98182,4,9,Central Region,Southern Islands,1.240058485,103.8309363
109694,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109688,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
98221,4,9,Central Region,Southern Islands,1.239926934,103.8313832
109697,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109687,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109689,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109693,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109690,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109704,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109705,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109696,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109692,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
98183,4,9,Central Region,Southern Islands,1.239415475,103.8311694
109686,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109691,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109699,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109703,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109700,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109698,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109695,4,10,Central Region,Bukit Merah,1.282217696,103.803662
98417,4,9,Central Region,Bukit Merah,1.266795342,103.8106369
98309,4,9,Central Region,Southern Islands,1.239948547,103.8382528
98373,4,9,Central Region,Southern Islands,1.246513532,103.8430643
98367,4,9,Central Region,Southern Islands,1.249130462,103.841533
109684,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109707,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
109701,4,10,Central Region,Bukit Merah,1.282217696,103.803662
109685,4,10,Central Region,Bukit Merah,1.282201354,103.8030238
98369,4,9,Central Region,Southern Islands,1.247778426,103.8426064
98368,4,9,Central Region,Southern Islands,1.249130462,103.841533
98308,4,9,Central Region,Southern Islands,1.239336627,103.8374872
109702,4,10,Central Region,Bukit Merah,1.282217696,103.803662
98371,4,9,Central Region,Southern Islands,1.248127867,103.8422313
98406,4,9,Central Region,Bukit Merah,1.266974504,103.8127518
98752,4,9,Central Region,Bukit Merah,1.270630351,103.8140749
98751,4,9,Central Region,Bukit Merah,1.270802328,103.8138155
98748,4,9,Central Region,Bukit Merah,1.270350255,103.8139673
98749,4,9,Central Region,Bukit Merah,1.270563767,103.8136283
109030,4,10,Central Region,Bukit Merah,1.271675786,103.8076348
98413,4,9,Central Region,Bukit Merah,1.265573736,103.8103167
98370,4,9,Central Region,Southern Islands,1.248127867,103.8422313
98012,4,9,Central Region,Bukit Merah,1.264890108,103.8164541
98020,4,9,Central Region,Bukit Merah,1.265734303,103.81687
98019,4,9,Central Region,Bukit Merah,1.265311483,103.8166945
98021,4,9,Central Region,Bukit Merah,1.266039736,103.8169172
98018,4,9,Central Region,Bukit Merah,1.265582363,103.8164649
98017,4,9,Central Region,Bukit Merah,1.265161588,103.8161006
98022,4,9,Central Region,Bukit Merah,1.266382684,103.8170684
98016,4,9,Central Region,Bukit Merah,1.264943402,103.8157885
98014,4,9,Central Region,Bukit Merah,1.264121465,103.8159536
98015,4,9,Central Region,Bukit Merah,1.264567606,103.8155
98013,4,9,Central Region,Bukit Merah,1.264496996,103.8163099
98403,4,9,Central Region,Bukit Merah,1.267729549,103.8141129
98402,4,9,Central Region,Bukit Merah,1.268162167,103.8143799
98000,4,9,Central Region,Bukit Merah,1.264129401,103.8170288
98001,4,9,Central Region,Bukit Merah,1.264610002,103.8170466
97995,4,9,Central Region,Bukit Merah,1.265928837,103.8178041
97996,4,9,Central Region,Bukit Merah,1.265616995,103.8177139
97998,4,9,Central Region,Bukit Merah,1.264862475,103.817394
97993,4,9,Central Region,Bukit Merah,1.2653648,103.817366
97999,4,9,Central Region,Bukit Merah,1.264546384,103.8173342
97991,4,9,Central Region,Bukit Merah,1.264930851,103.8171479
128038,5,12,West Region,Clementi,1.299534174,103.7662581
118722,5,11,Central Region,Queenstown,1.291554381,103.7723799
128805,5,12,West Region,Clementi,1.317567924,103.7609501
128040,5,12,West Region,Clementi,1.299199857,103.7653883
118719,5,11,Central Region,Queenstown,1.290725291,103.7721145
138685,5,13,Central Region,Queenstown,1.305383216,103.7831807
118572,5,11,Central Region,Queenstown,1.279250564,103.7871543
118699,5,11,Central Region,Queenstown,1.290546921,103.774606
119745,5,11,Central Region,Queenstown,1.278156848,103.787665
138687,5,13,Central Region,Queenstown,1.306093948,103.7843457
118892,5,11,Central Region,Queenstown,1.281916944,103.7857077
118166,5,11,Central Region,Queenstown,1.281158608,103.78776
128803,5,12,West Region,Clementi,1.317259561,103.7615451
138686,5,13,Central Region,Queenstown,1.306109721,103.7833599
117752,5,11,Central Region,Queenstown,1.277285588,103.7931222
128037,5,12,West Region,Clementi,1.299295759,103.766403
128035,5,12,West Region,Clementi,1.298645899,103.765644
138684,5,13,Central Region,Queenstown,1.305349894,103.7843187
119749,5,11,Central Region,Queenstown,1.278465305,103.7888298
118571,5,11,Central Region,Queenstown,1.27880965,103.7875539
118713,5,11,Central Region,Queenstown,1.290477113,103.7727673
128044,5,12,West Region,Clementi,1.298235909,103.7662346
128042,5,12,West Region,Clementi,1.297630146,103.7666847
128041,5,12,West Region,Clementi,1.297520895,103.7663317
119162,5,11,Central Region,Queenstown,1.280537498,103.7885341
119167,5,11,Central Region,Queenstown,1.280537498,103.7885341
119744,5,11,Central Region,Queenstown,1.277952793,103.788283
118687,5,11,Central Region,Queenstown,1.290362547,103.7767066
138678,5,13,Central Region,Queenstown,1.303715531,103.7838586
118896,5,11,Central Region,Queenstown,1.283184548,103.7846847
118894,5,11,Central Region,Queenstown,1.282753826,103.7853476
138679,5,13,Central Region,Queenstown,1.304418935,103.7834642
138680,5,13,Central Region,Queenstown,1.304416722,103.7842786
117621,5,11,Central Region,Queenstown,1.2912342,103.7693303
118895,5,11,Central Region,Queenstown,1.283117862,103.7852434
118684,5,11,Central Region,Queenstown,1.288880482,103.7760962
129205,5,12,West Region,Clementi,1.322887801,103.7578234
129201,5,12,West Region,Clementi,1.323455255,103.7577167
129202,5,12,West Region,Clementi,1.323002265,103.7583184
129195,5,12,West Region,Clementi,1.323570722,103.7566656
129203,5,12,West Region,Clementi,1.322905108,103.7586856
129200,5,12,West Region,Clementi,1.323813641,103.7571908
129199,5,12,West Region,Clementi,1.32426242,103.7564147
129198,5,12,West Region,Clementi,1.324277123,103.7561266
129204,5,12,West Region,Clementi,1.322724817,103.758459
129196,5,12,West Region,Clementi,1.323839642,103.7562233
129197,5,12,West Region,Clementi,1.324134513,103.7556361
129206,5,12,West Region,Clementi,1.323245904,103.7573716
118893,5,11,Central Region,Queenstown,1.282508069,103.7848307
118652,5,11,Central Region,Queenstown,1.288223539,103.7779921
128048,5,12,West Region,Clementi,1.297502057,103.7647915
128049,5,12,West Region,Clementi,1.297682129,103.7650972
128047,5,12,West Region,Clementi,1.297176086,103.7649505
128046,5,12,West Region,Clementi,1.296844189,103.7650955
128045,5,12,West Region,Clementi,1.296951,103.7654361
119174,5,11,Central Region,Queenstown,1.28055329,103.7893019
127468,5,12,West Region,Clementi,1.316357522,103.7530545
127472,5,12,West Region,Clementi,1.317088544,103.7529556
127470,5,12,West Region,Clementi,1.316518937,103.7526428
127466,5,12,West Region,Clementi,1.316375706,103.7535681
127476,5,12,West Region,Clementi,1.316901563,103.7536389
118860,5,11,Central Region,Queenstown,1.281626321,103.7848695
127474,5,12,West Region,Clementi,1.317191737,103.7533397
127363,5,12,West Region,Clementi,1.296062134,103.7686245
127448,5,12,West Region,Clementi,1.294548493,103.767655
127451,5,12,West Region,Clementi,1.294641451,103.7683937
127450,5,12,West Region,Clementi,1.294745225,103.7681646
127449,5,12,West Region,Clementi,1.29477441,103.7677561
126838,5,12,West Region,Clementi,1.29610391,103.7683391
127452,5,12,West Region,Clementi,1.294455883,103.7689203
126833,5,12,West Region,Clementi,1.295146893,103.7685225
126842,5,12,West Region,Clementi,1.295203314,103.7691829
126835,5,12,West Region,Clementi,1.295641953,103.7683834
126836,5,12,West Region,Clementi,1.295674794,103.7680983
127447,5,12,West Region,Clementi,1.294319293,103.7675326
127343,5,12,West Region,Clementi,1.294101473,103.7686303
126843,5,12,West Region,Clementi,1.294831579,103.7690967
127335,5,12,West Region,Clementi,1.294203479,103.768414
126827,5,12,West Region,Clementi,1.294934284,103.7671444
126831,5,12,West Region,Clementi,1.295232219,103.7679522
126834,5,12,West Region,Clementi,1.295090207,103.7687681
126826,5,12,West Region,Clementi,1.294645419,103.7671676
126830,5,12,West Region,Clementi,1.295268779,103.7676812
126832,5,12,West Region,Clementi,1.295203567,103.768207
127446,5,12,West Region,Clementi,1.294118919,103.7674049
126839,5,12,West Region,Clementi,1.295673053,103.7688468
126837,5,12,West Region,Clementi,1.296134157,103.7680881
126840,5,12,West Region,Clementi,1.295624285,103.7690874
117506,5,11,Central Region,Queenstown,1.291448827,103.7685852
126829,5,12,West Region,Clementi,1.295298297,103.7674357
117503,5,11,Central Region,Queenstown,1.29139945,103.768851
117505,5,11,Central Region,Queenstown,1.2918101,103.7684714
117504,5,11,Central Region,Queenstown,1.291729881,103.7687729
126828,5,12,West Region,Clementi,1.29533268,103.7671987
118549,5,11,Central Region,Queenstown,1.27686888,103.7931768
118853,5,11,Central Region,Queenstown,1.281221399,103.7853482
126822,5,12,West Region,Clementi,1.293412685,103.7679301
117490,5,11,Central Region,Queenstown,1.280822052,103.7854684
117492,5,11,Central Region,Queenstown,1.280840078,103.7858725
117494,5,11,Central Region,Queenstown,1.280515147,103.7854434
117493,5,11,Central Region,Queenstown,1.280643663,103.7857164
117491,5,11,Central Region,Queenstown,1.281007379,103.7856305
117489,5,11,Central Region,Queenstown,1.280709388,103.7853232
118709,5,11,Central Region,Queenstown,1.291020313,103.7740571
118707,5,11,Central Region,Queenstown,1.290884738,103.7743196
126824,5,12,West Region,Clementi,1.293827953,103.7682464
127306,5,12,West Region,Clementi,1.294292425,103.7679229
127302,5,12,West Region,Clementi,1.293495151,103.767442
126823,5,12,West Region,Clementi,1.293630017,103.7680992
126820,5,12,West Region,Clementi,1.294003046,103.7680153
127307,5,12,West Region,Clementi,1.294355439,103.7681576
127718,5,12,West Region,Clementi,1.319017673,103.7553887
127308,5,12,West Region,Clementi,1.293806276,103.7678657
127298,5,12,West Region,Clementi,1.293259042,103.7675082
126821,5,12,West Region,Clementi,1.293176999,103.7677297
127303,5,12,West Region,Clementi,1.293742021,103.7675816
118691,5,11,Central Region,Queenstown,1.289283448,103.7758096
117484,5,11,Central Region,Queenstown,1.289123456,103.7755864
118693,5,11,Central Region,Queenstown,1.289362706,103.7755541
127714,5,12,West Region,Clementi,1.319017673,103.7553887
127715,5,12,West Region,Clementi,1.319017673,103.7553887
127713,5,12,West Region,Clementi,1.319017673,103.7553887
127712,5,12,West Region,Clementi,1.31953454,103.7550411
117482,5,11,Central Region,Queenstown,1.28783491,103.7783433
127717,5,12,West Region,Clementi,1.319017673,103.7553887
127716,5,12,West Region,Clementi,1.319017673,103.7553887
127719,5,12,West Region,Clementi,1.319017673,103.7553887
126819,5,12,West Region,Clementi,1.296737347,103.7681937
126815,5,12,West Region,Clementi,1.295624184,103.7674338
126817,5,12,West Region,Clementi,1.296503844,103.7675209
126818,5,12,West Region,Clementi,1.29646029,103.7681572
126816,5,12,West Region,Clementi,1.295981857,103.7675281
126810,5,12,West Region,Clementi,1.296814034,103.7675363
138642,5,13,Central Region,Queenstown,1.302204401,103.7899075
138643,5,13,Central Region,Queenstown,1.301733345,103.7900009
127021,5,12,West Region,Clementi,1.31724328,103.7559782
127016,5,12,West Region,Clementi,1.318153466,103.7560197
127015,5,12,West Region,Clementi,1.318025481,103.7562895
127018,5,12,West Region,Clementi,1.318126788,103.7554064
127022,5,12,West Region,Clementi,1.317251727,103.7562604
127017,5,12,West Region,Clementi,1.318282913,103.7557539
127020,5,12,West Region,Clementi,1.317550975,103.7557745
127019,5,12,West Region,Clementi,1.317885122,103.7555729
127721,5,12,West Region,Clementi,1.317969534,103.7540321
127720,5,12,West Region,Clementi,1.318071301,103.7544729
127649,5,12,West Region,Clementi,1.318878184,103.753381
127724,5,12,West Region,Clementi,1.317845612,103.7531269
127725,5,12,West Region,Clementi,1.318964209,103.7536367
127651,5,12,West Region,Clementi,1.318927501,103.754344
127722,5,12,West Region,Clementi,1.317819931,103.7537616
127726,5,12,West Region,Clementi,1.319029871,103.753954
127727,5,12,West Region,Clementi,1.318733561,103.7546219
127647,5,12,West Region,Clementi,1.318033571,103.7535279
127723,5,12,West Region,Clementi,1.317939467,103.7532747
138638,5,13,Central Region,Queenstown,1.305351212,103.7883474
117452,5,11,Central Region,Queenstown,1.282247016,103.7834536
127140,5,12,West Region,Clementi,1.30995768,103.761151
127162,5,12,West Region,Clementi,1.310884676,103.7627451
127160,5,12,West Region,Clementi,1.310828028,103.7618122
127146,5,12,West Region,Clementi,1.310308812,103.7613491
127161,5,12,West Region,Clementi,1.311023734,103.7623452
127159,5,12,West Region,Clementi,1.310587143,103.7616434
127158,5,12,West Region,Clementi,1.309606016,103.7609543
118885,5,11,Central Region,Queenstown,1.281560042,103.7857096
118695,5,11,Central Region,Queenstown,1.289433491,103.7753858
119919,5,11,Central Region,Queenstown,1.282457471,103.7838356
119916,5,11,Central Region,Queenstown,1.28309986,103.7842924
119914,5,11,Central Region,Queenstown,1.283109843,103.7833328
119913,5,11,Central Region,Queenstown,1.282767744,103.7833478
119918,5,11,Central Region,Queenstown,1.282784721,103.7840459
119915,5,11,Central Region,Queenstown,1.283455649,103.7835852
118668,5,11,Central Region,Queenstown,1.289548293,103.7770893
118669,5,11,Central Region,Queenstown,1.290039227,103.7772778
117422,5,11,Central Region,Queenstown,1.281196728,103.7834783
117423,5,11,Central Region,Queenstown,1.281386378,103.7832998
118618,5,11,Central Region,Queenstown,1.281350127,103.7836422
117425,5,11,Central Region,Queenstown,1.281594625,103.7831773
128017,5,12,West Region,Clementi,1.314416812,103.7591641
128016,5,12,West Region,Clementi,1.314660926,103.7589676
128015,5,12,West Region,Clementi,1.314844699,103.7587189
128018,5,12,West Region,Clementi,1.314099304,103.7594481
127999,5,12,West Region,Clementi,1.315268256,103.7582695
128002,5,12,West Region,Clementi,1.313864644,103.759671
128001,5,12,West Region,Clementi,1.315072366,103.758518
127997,5,12,West Region,Clementi,1.315505543,103.7580569
126793,5,12,West Region,Clementi,1.298195797,103.7646116
126794,5,12,West Region,Clementi,1.298086662,103.7643193
118862,5,11,Central Region,Queenstown,1.282179142,103.7840827
118864,5,11,Central Region,Queenstown,1.281937175,103.7839697
118863,5,11,Central Region,Queenstown,1.281709303,103.7841768
118136,5,11,Central Region,Queenstown,1.279803223,103.7859096
119462,5,11,Central Region,Queenstown,1.276543091,103.7925204
126777,5,12,West Region,Clementi,1.298656689,103.7641136
126778,5,12,West Region,Clementi,1.298941499,103.7639221
118797,5,11,Central Region,Queenstown,1.290870742,103.7700666
118617,5,11,Central Region,Queenstown,1.282420833,103.7831427
118579,5,11,Central Region,Queenstown,1.279486701,103.7857562
128809,5,12,West Region,Clementi,1.318631336,103.7611372
128808,5,12,West Region,Clementi,1.318822051,103.7619254
117382,5,11,Central Region,Queenstown,1.290046697,103.7776991
128021,5,12,West Region,Clementi,1.316413219,103.7574513
117381,5,11,Central Region,Queenstown,1.289568368,103.7773815
117395,5,11,Central Region,Queenstown,1.289532335,103.7776266
118659,5,11,Central Region,Queenstown,1.289855927,103.7774932
127365,5,12,West Region,Clementi,1.295763136,103.7661223
128991,5,12,West Region,Clementi,1.323205576,103.7540146
128989,5,12,West Region,Clementi,1.32297899,103.7548045
128993,5,12,West Region,Clementi,1.323535195,103.7546148
128994,5,12,West Region,Clementi,1.323704188,103.754901
128990,5,12,West Region,Clementi,1.323058187,103.7543667
128995,5,12,West Region,Clementi,1.323598927,103.7551808
128992,5,12,West Region,Clementi,1.323356948,103.7543162
119554,5,11,Central Region,Queenstown,1.276853864,103.7917422
128807,5,12,West Region,Clementi,1.318247503,103.7620813
118610,5,11,Central Region,Queenstown,1.280947718,103.7835466
126753,5,12,West Region,Clementi,1.320817692,103.7526673
126754,5,12,West Region,Clementi,1.320614301,103.7532909
129960,5,12,West Region,Clementi,1.307331756,103.7684791
129961,5,12,West Region,Clementi,1.306676248,103.7685369
118596,5,11,Central Region,Queenstown,1.280181198,103.7848247
117368,5,11,Central Region,Queenstown,1.288513699,103.7766264
118582,5,11,Central Region,Queenstown,1.278920373,103.7853519
117629,5,11,Central Region,Queenstown,1.279287504,103.7847268
117341,5,11,Central Region,Queenstown,1.279606787,103.7850482
117370,5,11,Central Region,Queenstown,1.279305768,103.7852526
